"","scientificNameID","scientificName","taxonGroup","organismQuantity","locationID","locality","河川代碼","decimalLatitude","decimalLongitude"
"63",380991,"Hemimyzon formosanus","1 魚類",7,1730200002,"三地門橋",173,22.71,120.65
"64",380994,"Cobitis sinensis","1 魚類",45,1730200002,"三地門橋",173,22.71,120.65
"65",380997,"Acrossocheilus paradoxus","1 魚類",14,1730200002,"三地門橋",173,22.71,120.65
"66",381000,"Candidia barbata","1 魚類",2,1730200002,"三地門橋",173,22.71,120.65
"67",381016,"Microphysogobio alticorpus","1 魚類",2,1730200002,"三地門橋",173,22.71,120.65
"68",381029,"Onychostoma alticorpus","1 魚類",10,1730200002,"三地門橋",173,22.71,120.65
"69",395436,"Opsariichthys kaopingensis","1 魚類",121,1730200002,"三地門橋",173,22.71,120.65
"70",381027,"Spinibarbus hollandi","1 魚類",28,1730200002,"三地門橋",173,22.71,120.65
"71",381844,"Rhinogobius nantaiensis","1 魚類",29,1730200002,"三地門橋",173,22.71,120.65
"72",380991,"Hemimyzon formosanus","1 魚類",10,1730200003,"隘寮堰",173,22.71,120.66
"73",381000,"Candidia barbata","1 魚類",9,1730200003,"隘寮堰",173,22.71,120.66
"74",381010,"Gobiobotia kolleri","1 魚類",28,1730200003,"隘寮堰",173,22.71,120.66
"75",381029,"Onychostoma alticorpus","1 魚類",20,1730200003,"隘寮堰",173,22.71,120.66
"76",395436,"Opsariichthys kaopingensis","1 魚類",66,1730200003,"隘寮堰",173,22.71,120.66
"77",381027,"Spinibarbus hollandi","1 魚類",7,1730200003,"隘寮堰",173,22.71,120.66
"78",381844,"Rhinogobius nantaiensis","1 魚類",14,1730200003,"隘寮堰",173,22.71,120.66
"79",380994,"Cobitis sinensis","1 魚類",2,1730330001,"口社大橋",173,22.76891,120.64381
"80",380997,"Acrossocheilus paradoxus","1 魚類",41,1730330001,"口社大橋",173,22.76891,120.64381
"81",381000,"Candidia barbata","1 魚類",15,1730330001,"口社大橋",173,22.76891,120.64381
"82",381010,"Gobiobotia kolleri","1 魚類",16,1730330001,"口社大橋",173,22.76891,120.64381
"83",381016,"Microphysogobio alticorpus","1 魚類",22,1730330001,"口社大橋",173,22.76891,120.64381
"84",395436,"Opsariichthys kaopingensis","1 魚類",77,1730330001,"口社大橋",173,22.76891,120.64381
"85",381027,"Spinibarbus hollandi","1 魚類",98,1730330001,"口社大橋",173,22.76891,120.64381
"86",381844,"Rhinogobius nantaiensis","1 魚類",40,1730330001,"口社大橋",173,22.76891,120.64381
"87",381001,"Carassius auratus","1 魚類",2,1730300005,"溪州大橋",173,22.84552,120.4831
"88",381000,"Candidia barbata","1 魚類",6,1730300005,"溪州大橋",173,22.84552,120.4831
"89",381014,"Hypsibarbus pierrei","1 魚類",15,1730300005,"溪州大橋",173,22.84552,120.4831
"90",381016,"Microphysogobio alticorpus","1 魚類",2,1730300005,"溪州大橋",173,22.84552,120.4831
"91",395254,"Pterygoplichthys pardalis","1 魚類",3,1730300005,"溪州大橋",173,22.84552,120.4831
"92",381033,"Gambusia affinis","1 魚類",26,1730300005,"溪州大橋",173,22.84552,120.4831
"93",381035,"Poecilia reticulata","1 魚類",4,1730300005,"溪州大橋",173,22.84552,120.4831
"94",395408,"Channa striata","1 魚類",2,1730300005,"溪州大橋",173,22.84552,120.4831
"95",381624,"Oreochromis niloticus","1 魚類",44,1730300005,"溪州大橋",173,22.84552,120.4831
"96",381663,"Oxyeleotris marmorata","1 魚類",1,1730300005,"溪州大橋",173,22.84552,120.4831
"97",381000,"Candidia barbata","1 魚類",20,1730300001,"新旗尾橋",173,22.87456,120.48675
"98",381014,"Hypsibarbus pierrei","1 魚類",4,1730300001,"新旗尾橋",173,22.87456,120.48675
"99",381839,"Rhinogobius similis","1 魚類",3,1730300001,"新旗尾橋",173,22.87456,120.48675
"100",380997,"Acrossocheilus paradoxus","1 魚類",15,1730300003,"月眉橋",173,22.96065,120.52155
"101",381000,"Candidia barbata","1 魚類",7,1730300003,"月眉橋",173,22.96065,120.52155
"102",381014,"Hypsibarbus pierrei","1 魚類",2,1730300003,"月眉橋",173,22.96065,120.52155
"103",381016,"Microphysogobio alticorpus","1 魚類",77,1730300003,"月眉橋",173,22.96065,120.52155
"104",395436,"Opsariichthys kaopingensis","1 魚類",1,1730300003,"月眉橋",173,22.96065,120.52155
"105",381027,"Spinibarbus hollandi","1 魚類",6,1730300003,"月眉橋",173,22.96065,120.52155
"106",382922,"Tachysurus brevianalis","1 魚類",2,1730300003,"月眉橋",173,22.96065,120.52155
"107",381844,"Rhinogobius nantaiensis","1 魚類",12,1730300003,"月眉橋",173,22.96065,120.52155
"108",383544,"Sinogastromyzon nantaiensis","1 魚類",1,1730300004,"杉林大橋",173,22.99,120.55
"109",380997,"Acrossocheilus paradoxus","1 魚類",2,1730300004,"杉林大橋",173,22.99,120.55
"110",381016,"Microphysogobio alticorpus","1 魚類",7,1730300004,"杉林大橋",173,22.99,120.55
"111",395436,"Opsariichthys kaopingensis","1 魚類",4,1730300004,"杉林大橋",173,22.99,120.55
"112",381027,"Spinibarbus hollandi","1 魚類",1,1730300004,"杉林大橋",173,22.99,120.55
"113",382922,"Tachysurus brevianalis","1 魚類",1,1730300004,"杉林大橋",173,22.99,120.55
"114",381844,"Rhinogobius nantaiensis","1 魚類",14,1730300004,"杉林大橋",173,22.99,120.55
"115",380997,"Acrossocheilus paradoxus","1 魚類",1,1730300002,"四德橋",173,23.08965,120.58793
"116",381029,"Onychostoma alticorpus","1 魚類",1,1730300002,"四德橋",173,23.08965,120.58793
"117",381027,"Spinibarbus hollandi","1 魚類",2,1730300002,"四德橋",173,23.08965,120.58793
"118",381844,"Rhinogobius nantaiensis","1 魚類",9,1730300002,"四德橋",173,23.08965,120.58793
"119",380991,"Hemimyzon formosanus","1 魚類",1,1730300016,"小林",173,23.16,120.64
"120",383544,"Sinogastromyzon nantaiensis","1 魚類",8,1730300016,"小林",173,23.16,120.64
"121",380997,"Acrossocheilus paradoxus","1 魚類",2,1730300016,"小林",173,23.16,120.64
"122",381029,"Onychostoma alticorpus","1 魚類",1,1730300016,"小林",173,23.16,120.64
"123",381844,"Rhinogobius nantaiensis","1 魚類",20,1730300016,"小林",173,23.16,120.64
"124",383544,"Sinogastromyzon nantaiensis","1 魚類",2,1730310003,"圓潭橋",173,22.91185,120.49284
"125",380997,"Acrossocheilus paradoxus","1 魚類",12,1730310003,"圓潭橋",173,22.91185,120.49284
"126",381000,"Candidia barbata","1 魚類",29,1730310003,"圓潭橋",173,22.91185,120.49284
"127",381007,"Cyprinus carpio","1 魚類",2,1730310003,"圓潭橋",173,22.91185,120.49284
"128",381014,"Hypsibarbus pierrei","1 魚類",8,1730310003,"圓潭橋",173,22.91185,120.49284
"129",381016,"Microphysogobio alticorpus","1 魚類",21,1730310003,"圓潭橋",173,22.91185,120.49284
"130",381019,"Tanakia himantegus","1 魚類",2,1730310003,"圓潭橋",173,22.91185,120.49284
"131",382922,"Tachysurus brevianalis","1 魚類",3,1730310003,"圓潭橋",173,22.91185,120.49284
"132",395224,"Clarias batrachus","1 魚類",2,1730310003,"圓潭橋",173,22.91185,120.49284
"133",395254,"Pterygoplichthys pardalis","1 魚類",10,1730310003,"圓潭橋",173,22.91185,120.49284
"134",395408,"Channa striata","1 魚類",3,1730310003,"圓潭橋",173,22.91185,120.49284
"135",395487,"Amphilophus citrinellus","1 魚類",2,1730310003,"圓潭橋",173,22.91185,120.49284
"136",381624,"Oreochromis niloticus","1 魚類",4,1730310003,"圓潭橋",173,22.91185,120.49284
"137",395570,"Parachromis managuensis","1 魚類",2,1730310003,"圓潭橋",173,22.91185,120.49284
"138",381839,"Rhinogobius similis","1 魚類",4,1730310003,"圓潭橋",173,22.91185,120.49284
"139",381845,"Rhinogobius rubromaculatus","1 魚類",3,1730310003,"圓潭橋",173,22.91185,120.49284
"140",381022,"Puntius semifasciolatus","1 魚類",2,1730310001,"溝坪橋",173,22.99,120.5
"141",381000,"Candidia barbata","1 魚類",113,1730310001,"溝坪橋",173,22.99,120.5
"142",381014,"Hypsibarbus pierrei","1 魚類",34,1730310001,"溝坪橋",173,22.99,120.5
"143",395436,"Opsariichthys kaopingensis","1 魚類",1,1730310001,"溝坪橋",173,22.99,120.5
"144",381624,"Oreochromis niloticus","1 魚類",5,1730310001,"溝坪橋",173,22.99,120.5
"145",381839,"Rhinogobius similis","1 魚類",1,1730310001,"溝坪橋",173,22.99,120.5
"146",381001,"Carassius auratus","1 魚類",1,1730310002,"金瓜寮大橋",173,23.01295,120.52132
"147",381000,"Candidia barbata","1 魚類",104,1730310002,"金瓜寮大橋",173,23.01295,120.52132
"148",395436,"Opsariichthys kaopingensis","1 魚類",8,1730310002,"金瓜寮大橋",173,23.01295,120.52132
"149",395224,"Clarias batrachus","1 魚類",2,1730310002,"金瓜寮大橋",173,23.01295,120.52132
"150",395408,"Channa striata","1 魚類",1,1730310002,"金瓜寮大橋",173,23.01295,120.52132
"151",381624,"Oreochromis niloticus","1 魚類",1,1730310002,"金瓜寮大橋",173,23.01295,120.52132
"152",381844,"Rhinogobius nantaiensis","1 魚類",4,1730310002,"金瓜寮大橋",173,23.01295,120.52132
"153",380997,"Acrossocheilus paradoxus","1 魚類",15,1730320001,"旗南橋",173,22.86813,120.49618
"154",381000,"Candidia barbata","1 魚類",4,1730320001,"旗南橋",173,22.86813,120.49618
"155",381014,"Hypsibarbus pierrei","1 魚類",68,1730320001,"旗南橋",173,22.86813,120.49618
"156",381016,"Microphysogobio alticorpus","1 魚類",23,1730320001,"旗南橋",173,22.86813,120.49618
"157",381029,"Onychostoma alticorpus","1 魚類",133,1730320001,"旗南橋",173,22.86813,120.49618
"158",395436,"Opsariichthys kaopingensis","1 魚類",28,1730320001,"旗南橋",173,22.86813,120.49618
"159",381027,"Spinibarbus hollandi","1 魚類",13,1730320001,"旗南橋",173,22.86813,120.49618
"160",381019,"Tanakia himantegus","1 魚類",18,1730320001,"旗南橋",173,22.86813,120.49618
"161",395224,"Clarias batrachus","1 魚類",3,1730320001,"旗南橋",173,22.86813,120.49618
"162",395254,"Pterygoplichthys pardalis","1 魚類",54,1730320001,"旗南橋",173,22.86813,120.49618
"163",395408,"Channa striata","1 魚類",5,1730320001,"旗南橋",173,22.86813,120.49618
"164",395487,"Amphilophus citrinellus","1 魚類",8,1730320001,"旗南橋",173,22.86813,120.49618
"165",381624,"Oreochromis niloticus","1 魚類",90,1730320001,"旗南橋",173,22.86813,120.49618
"166",395570,"Parachromis managuensis","1 魚類",13,1730320001,"旗南橋",173,22.86813,120.49618
"167",381014,"Hypsibarbus pierrei","1 魚類",4,1730320002,"東門橋",173,22.89501,120.54881
"168",395254,"Pterygoplichthys pardalis","1 魚類",2,1730320002,"東門橋",173,22.89501,120.54881
"169",395487,"Amphilophus citrinellus","1 魚類",4,1730320002,"東門橋",173,22.89501,120.54881
"170",381624,"Oreochromis niloticus","1 魚類",16,1730320002,"東門橋",173,22.89501,120.54881
"171",381000,"Candidia barbata","1 魚類",35,1730320003,"泰和橋",173,22.91786,120.5718
"172",381014,"Hypsibarbus pierrei","1 魚類",1,1730320003,"泰和橋",173,22.91786,120.5718
"173",381016,"Microphysogobio alticorpus","1 魚類",6,1730320003,"泰和橋",173,22.91786,120.5718
"174",395436,"Opsariichthys kaopingensis","1 魚類",11,1730320003,"泰和橋",173,22.91786,120.5718
"175",381027,"Spinibarbus hollandi","1 魚類",8,1730320003,"泰和橋",173,22.91786,120.5718
"176",381624,"Oreochromis niloticus","1 魚類",1,1730320003,"泰和橋",173,22.91786,120.5718
"177",381844,"Rhinogobius nantaiensis","1 魚類",2,1730320003,"泰和橋",173,22.91786,120.5718
"178",380997,"Acrossocheilus paradoxus","1 魚類",3,1730320005,"雙溪橋",173,22.92756,120.58564
"179",380997,"Acrossocheilus paradoxus","1 魚類",3,1730320005,"雙溪橋",173,23.25864,120.45835
"180",381000,"Candidia barbata","1 魚類",21,1730320005,"雙溪橋",173,22.92756,120.58564
"181",381000,"Candidia barbata","1 魚類",21,1730320005,"雙溪橋",173,23.25864,120.45835
"182",395436,"Opsariichthys kaopingensis","1 魚類",15,1730320005,"雙溪橋",173,22.92756,120.58564
"183",395436,"Opsariichthys kaopingensis","1 魚類",15,1730320005,"雙溪橋",173,23.25864,120.45835
"184",381027,"Spinibarbus hollandi","1 魚類",9,1730320005,"雙溪橋",173,22.92756,120.58564
"185",381027,"Spinibarbus hollandi","1 魚類",9,1730320005,"雙溪橋",173,23.25864,120.45835
"186",381844,"Rhinogobius nantaiensis","1 魚類",3,1730320005,"雙溪橋",173,22.92756,120.58564
"187",381844,"Rhinogobius nantaiensis","1 魚類",3,1730320005,"雙溪橋",173,23.25864,120.45835
"188",395436,"Opsariichthys kaopingensis","1 魚類",2,1730200001,"高樹大橋",173,22.7815,120.54115
"189",381027,"Spinibarbus hollandi","1 魚類",7,1730200001,"高樹大橋",173,22.7815,120.54115
"190",381844,"Rhinogobius nantaiensis","1 魚類",8,1730200001,"高樹大橋",173,22.7815,120.54115
"191",380991,"Hemimyzon formosanus","1 魚類",1,1730200004,"南華大橋",173,22.77,120.58
"192",381010,"Gobiobotia kolleri","1 魚類",5,1730200004,"南華大橋",173,22.77,120.58
"193",381027,"Spinibarbus hollandi","1 魚類",3,1730200004,"南華大橋",173,22.77,120.58
"194",380991,"Hemimyzon formosanus","1 魚類",1,1730200002,"三地門橋",173,22.71,120.65
"195",381029,"Onychostoma alticorpus","1 魚類",2,1730200002,"三地門橋",173,22.71,120.65
"196",395436,"Opsariichthys kaopingensis","1 魚類",1,1730200002,"三地門橋",173,22.71,120.65
"197",381027,"Spinibarbus hollandi","1 魚類",1,1730200002,"三地門橋",173,22.71,120.65
"198",380991,"Hemimyzon formosanus","1 魚類",2,1730200003,"隘寮堰",173,22.71,120.66
"199",380997,"Acrossocheilus paradoxus","1 魚類",1,1730200003,"隘寮堰",173,22.71,120.66
"200",381010,"Gobiobotia kolleri","1 魚類",3,1730200003,"隘寮堰",173,22.71,120.66
"201",395436,"Opsariichthys kaopingensis","1 魚類",6,1730200003,"隘寮堰",173,22.71,120.66
"202",381027,"Spinibarbus hollandi","1 魚類",4,1730200003,"隘寮堰",173,22.71,120.66
"203",381844,"Rhinogobius nantaiensis","1 魚類",1,1730200003,"隘寮堰",173,22.71,120.66
"204",395436,"Opsariichthys kaopingensis","1 魚類",5,1730330001,"口社大橋",173,22.76891,120.64381
"205",381027,"Spinibarbus hollandi","1 魚類",5,1730330001,"口社大橋",173,22.76891,120.64381
"206",380991,"Hemimyzon formosanus","1 魚類",7,1730300001,"新旗尾橋",173,22.87456,120.48675
"207",381029,"Onychostoma alticorpus","1 魚類",14,1730300001,"新旗尾橋",173,22.87456,120.48675
"208",395436,"Opsariichthys kaopingensis","1 魚類",47,1730300001,"新旗尾橋",173,22.87456,120.48675
"209",381027,"Spinibarbus hollandi","1 魚類",14,1730300001,"新旗尾橋",173,22.87456,120.48675
"210",381842,"Rhinogobius maculafasciatus","1 魚類",21,1730300001,"新旗尾橋",173,22.87456,120.48675
"211",381844,"Rhinogobius nantaiensis","1 魚類",27,1730300001,"新旗尾橋",173,22.87456,120.48675
"212",383544,"Sinogastromyzon nantaiensis","1 魚類",1,1730300003,"月眉橋",173,22.96065,120.52155
"213",380997,"Acrossocheilus paradoxus","1 魚類",3,1730300003,"月眉橋",173,22.96065,120.52155
"214",381010,"Gobiobotia kolleri","1 魚類",11,1730300003,"月眉橋",173,22.96065,120.52155
"215",381012,"Hemiculter leucisculus","1 魚類",2,1730300003,"月眉橋",173,22.96065,120.52155
"216",381016,"Microphysogobio alticorpus","1 魚類",4,1730300003,"月眉橋",173,22.96065,120.52155
"217",381029,"Onychostoma alticorpus","1 魚類",1,1730300003,"月眉橋",173,22.96065,120.52155
"218",395436,"Opsariichthys kaopingensis","1 魚類",3,1730300003,"月眉橋",173,22.96065,120.52155
"219",381027,"Spinibarbus hollandi","1 魚類",2,1730300003,"月眉橋",173,22.96065,120.52155
"220",382922,"Tachysurus brevianalis","1 魚類",1,1730300003,"月眉橋",173,22.96065,120.52155
"221",381624,"Oreochromis niloticus","1 魚類",1,1730300003,"月眉橋",173,22.96065,120.52155
"222",381844,"Rhinogobius nantaiensis","1 魚類",6,1730300003,"月眉橋",173,22.96065,120.52155
"223",380994,"Cobitis sinensis","1 魚類",1,1730300002,"四德橋",173,23.08965,120.58793
"224",381029,"Onychostoma alticorpus","1 魚類",3,1730300002,"四德橋",173,23.08965,120.58793
"225",395436,"Opsariichthys kaopingensis","1 魚類",2,1730300002,"四德橋",173,23.08965,120.58793
"226",383544,"Sinogastromyzon nantaiensis","1 魚類",3,1730310003,"圓潭橋",173,22.91185,120.49284
"227",380997,"Acrossocheilus paradoxus","1 魚類",1,1730310003,"圓潭橋",173,22.91185,120.49284
"228",381007,"Cyprinus carpio","1 魚類",6,1730310003,"圓潭橋",173,22.91185,120.49284
"229",381014,"Hypsibarbus pierrei","1 魚類",3,1730310003,"圓潭橋",173,22.91185,120.49284
"230",381029,"Onychostoma alticorpus","1 魚類",2,1730310003,"圓潭橋",173,22.91185,120.49284
"231",395436,"Opsariichthys kaopingensis","1 魚類",2,1730310003,"圓潭橋",173,22.91185,120.49284
"232",381019,"Tanakia himantegus","1 魚類",2,1730310003,"圓潭橋",173,22.91185,120.49284
"233",395254,"Pterygoplichthys pardalis","1 魚類",15,1730310003,"圓潭橋",173,22.91185,120.49284
"234",381624,"Oreochromis niloticus","1 魚類",2,1730310003,"圓潭橋",173,22.91185,120.49284
"235",381842,"Rhinogobius maculafasciatus","1 魚類",4,1730310003,"圓潭橋",173,22.91185,120.49284
"236",381844,"Rhinogobius nantaiensis","1 魚類",5,1730310003,"圓潭橋",173,22.91185,120.49284
"237",381000,"Candidia barbata","1 魚類",18,1730310002,"金瓜寮大橋",173,23.01295,120.52132
"238",395436,"Opsariichthys kaopingensis","1 魚類",9,1730310002,"金瓜寮大橋",173,23.01295,120.52132
"239",395224,"Clarias batrachus","1 魚類",1,1730310002,"金瓜寮大橋",173,23.01295,120.52132
"240",381844,"Rhinogobius nantaiensis","1 魚類",5,1730310002,"金瓜寮大橋",173,23.01295,120.52132
"241",380997,"Acrossocheilus paradoxus","1 魚類",5,1730320001,"旗南橋",173,22.86813,120.49618
"242",381010,"Gobiobotia kolleri","1 魚類",2,1730320001,"旗南橋",173,22.86813,120.49618
"243",381014,"Hypsibarbus pierrei","1 魚類",15,1730320001,"旗南橋",173,22.86813,120.49618
"244",381029,"Onychostoma alticorpus","1 魚類",10,1730320001,"旗南橋",173,22.86813,120.49618
"245",381027,"Spinibarbus hollandi","1 魚類",5,1730320001,"旗南橋",173,22.86813,120.49618
"246",381019,"Tanakia himantegus","1 魚類",85,1730320001,"旗南橋",173,22.86813,120.49618
"247",382922,"Tachysurus brevianalis","1 魚類",2,1730320001,"旗南橋",173,22.86813,120.49618
"248",395254,"Pterygoplichthys pardalis","1 魚類",31,1730320001,"旗南橋",173,22.86813,120.49618
"249",395408,"Channa striata","1 魚類",16,1730320001,"旗南橋",173,22.86813,120.49618
"250",381624,"Oreochromis niloticus","1 魚類",20,1730320001,"旗南橋",173,22.86813,120.49618
"251",395570,"Parachromis managuensis","1 魚類",5,1730320001,"旗南橋",173,22.86813,120.49618
"252",381842,"Rhinogobius maculafasciatus","1 魚類",7,1730320001,"旗南橋",173,22.86813,120.49618
"253",381001,"Carassius auratus","1 魚類",1,1730320002,"東門橋",173,22.89501,120.54881
"254",381014,"Hypsibarbus pierrei","1 魚類",2,1730320002,"東門橋",173,22.89501,120.54881
"255",381016,"Microphysogobio alticorpus","1 魚類",1,1730320002,"東門橋",173,22.89501,120.54881
"256",381029,"Onychostoma alticorpus","1 魚類",1,1730320002,"東門橋",173,22.89501,120.54881
"257",381027,"Spinibarbus hollandi","1 魚類",3,1730320002,"東門橋",173,22.89501,120.54881
"258",395254,"Pterygoplichthys pardalis","1 魚類",2,1730320002,"東門橋",173,22.89501,120.54881
"259",395487,"Amphilophus citrinellus","1 魚類",14,1730320002,"東門橋",173,22.89501,120.54881
"260",381624,"Oreochromis niloticus","1 魚類",2,1730320002,"東門橋",173,22.89501,120.54881
"261",381007,"Cyprinus carpio","1 魚類",1,1730320003,"泰和橋",173,22.91786,120.5718
"262",381016,"Microphysogobio alticorpus","1 魚類",1,1730320003,"泰和橋",173,22.91786,120.5718
"263",395436,"Opsariichthys kaopingensis","1 魚類",6,1730320003,"泰和橋",173,22.91786,120.5718
"264",381027,"Spinibarbus hollandi","1 魚類",2,1730320003,"泰和橋",173,22.91786,120.5718
"265",382922,"Tachysurus brevianalis","1 魚類",2,1730320003,"泰和橋",173,22.91786,120.5718
"266",381624,"Oreochromis niloticus","1 魚類",1,1730320003,"泰和橋",173,22.91786,120.5718
"267",381844,"Rhinogobius nantaiensis","1 魚類",7,1730320003,"泰和橋",173,22.91786,120.5718
"268",380991,"Hemimyzon formosanus","1 魚類",7,1730200001,"高樹大橋",173,22.7815,120.54115
"269",381029,"Onychostoma alticorpus","1 魚類",4,1730200001,"高樹大橋",173,22.7815,120.54115
"270",395436,"Opsariichthys kaopingensis","1 魚類",22,1730200001,"高樹大橋",173,22.7815,120.54115
"271",381027,"Spinibarbus hollandi","1 魚類",7,1730200001,"高樹大橋",173,22.7815,120.54115
